,year,year_code,country_name,country_code,foreign_inv_inflows,exports_perc_gdp,inflation_perc,education_years,education_perc_gdp,gds_perc_gdp,gross_savings_perc_gdp,int_tourism_arrivals,int_tourism_receipts,perc_internet_users,access_to_electricity,agricultural_land,birth_rate,gne,mobile_subscriptions,infant_mort_rate,sex_ratio,greenhouse_gas_em,urban_pop_perc,hdi,hdi_cat
150,2020,YR2020,South Sudan,SSD,161000000.0,66.0270601078604,1.16962180301104,8.0,1.02450001239777,48.6900369957523,6.17684681242853,,22000000.0,3.82997,1.5,,41.904,65.2121767748046,15.7756,99.2,1.04,,16.761,0.433,low
151,2020,YR2020,Spain,ESP,39359708554.1526,26.553994919632,3.06576537186607,10.0,4.13457012176514,24.6930166285995,22.9613269289659,50331000.0,34130000000.0,20.39,100.0,58.9511862776531,10.1,101.991189403804,79.9889,4.1,1.064,397417.357,76.533,0.904,very high
152,2020,YR2020,Sri Lanka,LKA,196500000.0,34.9133301978336,9.5510316700725,9.0,1.71774005889893,16.0097234944386,21.3112687900827,393000.0,594000000.0,1.05042,80.7,37.5697655876256,18.535,107.279327226695,4.88605,13.4,1.045,23464.8878,18.349,0.782,high
153,2020,YR2020,St. Lucia,LCA,51935414.8148148,,-0.255536626916517,10.0,3.43646001815796,,,253000.0,210000000.0,14.6418,90.3943557739258,21.4754104614257,16.58,,8.97975,15.7,1.03,412.31398,26.329,0.759,high
154,2020,YR2020,St. Vincent and the Grenadines,VCT,34048225.9259259,38.6055869634579,1.85550399046653,12.0,7.80199003219604,,,78000.0,91000000.0,5.54959,82.5269546508789,25.6410256410256,18.965,,9.2343,19.1,1.03,234.306635,45.914,0.738,high
155,2020,YR2020,Sudan,SDN,713180000.0,13.9789993078504,8.33381706000707,6.0,1.42644000053406,16.6085467728163,16.9948124695465,52000.0,108000000.0,0.439478,34.1913795471191,,38.88,109.814506373309,0.539027,62.7,1.04,516953.93,32.601,0.51,low
156,2020,YR2020,Suriname,SUR,-73600000.0,56.9086409568983,15.5273989185702,6.0,,48.9585481542586,52.0975510414519,60000.0,17000000.0,4.16157,95.3999633789063,0.474358974358974,23.091,95.3495566096102,22.471,25.7,1.08,3139.5893,66.591,0.738,high
157,2020,YR2020,Sweden,SWE,18381645407.9827,41.2470904455775,2.15848213589263,10.0,6.92434978485107,27.4149301706939,26.4351233350911,4276000.0,5671000000.0,70.57,100.0,7.72530096992738,10.7,94.7244698145275,89.1073,3.3,1.061,78855.443,84.133,0.945,very high
158,2020,YR2020,Switzerland,CHE,8258050580.1782,48.936987226415,0.642708441925624,11.0,5.31429004669189,30.0860851689263,31.2796949333632,6868000.0,9117000000.0,61.4,100.0,39.4590359614166,9.9,93.2790599441144,79.446,4.6,1.052,52997.4193,73.401,0.955,very high
159,2020,YR2020,Syrian Arab Republic,SYR,115000000.0,38.0720076501651,-0.130505282417403,9.0,5.04693984985352,28.1839019422186,26.1173885520744,2661000.0,970000000.0,2.0931,86.6,74.8666884318207,30.797,92.137291935765,2.34129,18.3,1.05,66236.358,52.682,0.567,medium
160,2020,YR2020,Tajikistan,TJK,36066400.0,62.8092317719906,12.2499847774476,9.0,2.77578997612,6.54945634462125,18.38345322875,325000.0,5000000.0,0.0554628,99.0,32.6593312374964,29.721,102.74626255444,0.205388,58.5,1.07,10320.5883,26.505,0.668,medium
161,2020,YR2020,Tanzania,TZA,395567134.0,14.2767316009244,5.31783366118202,7.0,3.56122994422913,19.145576566308,20.5483302955976,550000.0,639000000.0,0.222484,11.0999021530151,38.6091668548205,41.718,98.9362998437858,1.71745,69.9,1.03,183662.081,23.044,0.529,low
162,2020,YR2020,Thailand,THA,3341612007.23692,60.6457526009701,0.697308976625474,9.0,3.86491990089417,31.1701306404039,28.1038907923515,10873000.0,10388000000.0,7.53125,90.2867889404297,38.5386286676193,13.751,91.5740631290538,27.2361,17.0,1.062,322454.08,33.734,0.777,high
163,2020,YR2020,Timor-Leste,TLS,908000.0,7.80428878984862,3.23751394003325,6.0,8.6705904006958,-136.87293792819,372.988127375524,36000.0,14000000.0,0.0,24.1006832122803,24.3443174176194,38.749,264.782066075336,2.64659,77.1,1.05,804.05067,24.979,0.606,medium
164,2020,YR2020,Togo,TGO,57806307.3736271,30.2727543774742,3.05981857535875,10.0,3.48744988441467,12.0558228790017,16.1719627434315,58000.0,16000000.0,1.0,21.4911155700684,64.4419930134216,39.805,104.925677324975,3.17755,70.8,1.018,20990.3645,33.809,0.515,low
165,2020,YR2020,Tonga,TON,4692076.7678,18.2563113050051,10.3590607918507,6.0,3.79232001304626,-14.0157608865611,19.299590120956,37000.0,5900000.0,2.9073,86.892204284668,41.6666666666667,28.404,139.02721611846,3.38713,15.0,1.05,150.112185,23.069,0.725,high
166,2020,YR2020,Trinidad and Tobago,TTO,1007800000.0,,4.15005861664714,6.0,3.54300999641418,,,384000.0,402000000.0,21.9987,96.8345718383789,11.6959064327485,14.815,,20.5739,24.6,1.038,38415.06456,55.53,0.796,high
167,2020,YR2020,Tunisia,TUN,790302916.627593,40.7845866741233,2.72103284850454,9.0,5.79003000259399,20.0386609688342,20.3850463166002,5064000.0,1831000000.0,5.25289,97.8,62.8411431513903,16.672,103.771875968804,5.81825,22.0,1.083,31568.3504065,64.202,0.74,high
168,2020,YR2020,Turkey,TUR,1082000000.0,25.1051190141684,44.9641209479849,8.0,2.74893999099731,23.3354335379557,22.4526000075825,12790000.0,11901000000.0,11.38,100.0,53.5270194768915,20.764,97.7721560048945,35.8017,27.5,1.05,310061.148,65.974,0.82,very high
169,2020,YR2020,Turkmenistan,TKM,276000000.0,35.4111405835544,,12.0,3.04924988746643,41.3769717064545,,10800.0,,0.302132,99.6550445556641,75.2239695273764,23.106,86.1827099911583,0.177288,51.9,1.046,70833.489,46.362,0.715,high
170,2020,YR2020,Uganda,UGA,184648059.1975,11.2132791665583,-0.287508511765176,7.0,4.95237016677856,5.75608464352781,16.6158326791201,254000.0,194000000.0,0.384094,7.8,64.1209148691257,48.04,114.461338160852,1.56278,79.5,1.03,59822.889,15.626,0.544,low
171,2020,YR2020,Ukraine,UKR,693000000.0,52.1623298905093,0.757420846392867,10.0,5.43863010406494,25.834478478656,28.941792809965,10517000.0,1001000000.0,1.87389,99.885561701316,71.4537232022646,8.1,97.6612438494614,7.6964,14.3,1.064,462724.218,67.283,0.779,high
172,2020,YR2020,United Arab Emirates,ARE,95300000.0,49.5033473840813,12.250420244814,6.0,,28.4808180510786,,5445000.0,1332000000.0,28.3165,100.0,8.03998873556744,15.514,94.0648635011158,69.7967,9.1,1.045,126800.2057,81.067,0.89,very high
173,2020,YR2020,United Kingdom,GBR,89760582753.2235,24.1114361570333,1.52040245947458,11.0,4.63886976242065,15.8105864181199,16.0884795251044,22307000.0,22874000000.0,56.48,100.0,70.1690571652957,11.3,102.575757957536,82.9784,5.4,1.051,661572.36,79.047,0.932,very high
174,2020,YR2020,United States,USA,111055000000.0,9.13224881991615,1.58603162650603,12.0,4.93104982376099,17.8183740434422,18.4123339646857,43581000.0,98160000000.0,58.7854,100.0,45.0848730397122,14.0,103.889764500606,49.3596,6.9,1.048,6981786.8,79.409,0.926,very high
175,2020,YR2020,Uruguay,URY,179852187.798716,20.6216724888306,13.9724725913516,9.0,2.32220005989075,14.2871835950226,15.3845793426817,1258000.0,409000000.0,11.4195,98.6551284790039,85.264541195292,15.853,98.785722351947,15.4396,14.1,1.05,30061.0899,92.569,0.817,very high
176,2020,YR2020,Uzbekistan,UZB,65300000.0,30.9204450887224,,12.0,6.09001016616821,24.0863600977155,29.0486634873665,332000.0,68000000.0,1.08194,99.7,63.5778091208275,21.0713259939233,97.1136345333011,0.734926,47.4,1.064,176066.177,47.088,0.72,high
177,2020,YR2020,Vanuatu,VUT,14162544.8083713,42.3111646102919,1.96356754199194,,8.13175010681152,12.7622903728832,12.4331891325077,49000.0,72000000.0,3.51004,25.8798389434814,14.6021328958162,33.144,106.781933083468,2.52682,23.6,1.07,443.53373,22.235,0.609,medium
178,2020,YR2020,"Venezuela, RB",VEN,761000000.0,30.4335705492145,28.1874647092039,14.0,,33.4503185019207,30.3216407326376,432000.0,484000000.0,4.91045,99.8,24.420384331954,23.137,87.7085695509779,26.0629,17.4,1.05,232788.235,87.876,0.711,high
179,2020,YR2020,Vietnam,VNM,1400000000.0,54.7391336889888,3.83082838168467,5.0,4.88674020767212,28.6741127590236,40.7688315608796,2628000.0,1700000000.0,1.855,89.1,30.4459829335051,16.82,104.546421732038,2.33323,21.7,1.081,187715.028,25.511,0.704,high
180,2020,YR2020,West Bank and Gaza,PSE,9440000.0,13.437201192418,5.70951585976628,10.0,6.72547006607056,-23.2830867877833,12.4395192161106,33000.0,14000000.0,3.10009,99.1832962036133,61.4617940199336,39.6,149.451600202486,7.44348,23.7,1.05,,72.409,0.708,high
181,2020,YR2020,"Yemen, Rep.",YEM,114302000.0,,12.2385339389711,9.0,5.15143013000488,,,98000.0,38000000.0,0.518796,52.4788856506348,44.8055760743982,38.111,,2.63866,62.6,1.05,26580.1033,27.315,0.47,low
182,2020,YR2020,Zambia,ZMB,298390000.0,27.1336783308698,22.2333446430947,7.0,2.46342992782593,36.0285815916928,31.433427558359,565000.0,64000000.0,0.477751,17.4,30.4227928812602,44.935,93.8489337107039,1.26773,79.6,1.031,300362.201,35.475,0.584,medium
183,2020,YR2020,Zimbabwe,ZWE,25900000.0,31.834798869349,3.03447888394065,7.0,1.54405999183655,1.86224743525679,-4.49015309562169,2041000.0,76000000.0,1.1,34.2,39.9896600749645,32.274,103.137752249391,2.83395,50.8,1.021,50281.895,34.585,0.571,medium
